id,cui,name,semtypes,text,entrezID,entrezName
D10353384.E14,C0027651,Neoplasms,neop,neoplasms,,
D10353384.E15,C1524062,Additional,ftcn,additional,,
D10353384.E16,C1511726,Data,idcn,data,,
D10353384.E17,C1521991,Molecular,qlco,molecular,,
D10353384.E18,C0441889,Levels (qualifier value),qlco,level,,
D10353384.E19,C0520759,Carcinogen effect,inpo,carcinogenic effect,,
D10353384.E20,C0220806,Chemicals,chem,chemical,,
D10353384.E21,C1518422,Negation,ftcn,not,,
D10353384.E22,C0439672,Spontaneous event,ftcn,spontaneous event,,
D10353384.E23,C0439064,Numerous,qnco,numerous,,
D10353384.E24,C1707959,Example,cnce,examples,,
D10353384.E25,C0003617,Appendix,bpoc,Appendices,,
D10353384.E26,C1511726,Data,idcn,data,,
D10353384.E27,C0439603,Frequencies (time pattern),tmco,frequency,,
D10353384.E28,C2827424,Spectrum,cnce,spectra,,
D10353384.E29,C0026882,Mutation,genf,mutations,,
D10353384.E30,C0205359,Spontaneous,ftcn,spontaneous,,
D10353384.E31,C0007994,chemically induced,patf,chemically induced,,
D10353384.E32,C0027651,Neoplasms,neop,neoplasms,,
D10353384.E33,C0205472,Toxicologic,ftcn,toxicological,,
D10353384.E34,C0242356,Databases,inpr,database,,
D10353384.E35,C1999230,Providing (action),acty,providing,,
D10353384.E36,C1533716,Information,idcn,information,,
D10353384.E37,C1269765,Assisted (qualifier value),qlco,helpful,,
D10353384.E38,C0699748,Pathogenesis,patf,pathogenesis,,
D10353384.E39,C0596263,Carcinogenesis,neop,carcinogenesis,,
D10353384.E40,C0030106,Ozone,chem,ozone-,,
D10353384.E41,C0205263,Induce (action),ftcn,induced,,
D10353384.E42,C0024121,Lung Neoplasms,neop,lung neoplasms,,
D10353384.E43,C0205448,Two,qnco,two,,
D10353384.E44,C1710548,Unique,qlco,unique,,
D10353384.E45,C0026882,Mutation,genf,mutations,,
D10353384.E46,C0205447,One,qnco,one,,
D10353384.E47,C3540513,PCYT1A wt Allele,gngm,CTA,5130,PCYT1A
D10353384.E48,C0026882,Mutation,genf,mutation,,
D10353384.E49,C0598309,genotoxicity,comd,genotoxic,,
D10353384.E50,C0441471,Event,evnt,event,,
D10353384.E51,C0565930,per second,qnco,second,,
D10353384.E52,C0439267,Gram per Deciliter,qnco,G -->,,
D10353384.E53,C0439852,Indirect,qlco,indirect,,
D10353384.E54,C0598309,genotoxicity,comd,genotoxic,,
D10353384.E55,C1280500,Effect,qlco,effect,,
D10353384.E56,C0064044,isoprene,orch,isoprene,,
D10353384.E57,C0205263,Induce (action),ftcn,induced,,
D10353384.E58,C0018597,Harderian Gland,bpoc,Harderian gland,,
D10353384.E59,C0027651,Neoplasms,neop,neoplasms,,
D10353384.E60,C1710548,Unique,qlco,unique,,
D10353384.E61,C0220781,Anabolism,biof,formation,,
D10353384.E62,C0014630,Epoxy Compounds,orch,epoxide,,
D10353384.E63,C0205103,Intermediate,spco,intermediate,,
D10353384.E64,C0006469,Butadiene,orch,butadiene,,
D10353384.E65,C0205263,Induce (action),ftcn,induced,,
D10353384.E66,C0027651,Neoplasms,neop,neoplasms,,
D10353384.E67,C1521970,Characteristics,qlco,characteristic,,
D10353384.E68,C0439267,Gram per Deciliter,qnco,G -->,,
D10353384.E69,C0599157,Transversion Mutation,comd,transversion mutation,,
D10353384.E70,C0220806,Chemicals,chem,chemical-,,
D10353384.E71,C1280500,Effect,qlco,effect,,
D10353384.E72,C0025748,methylene chloride,"hops,orch,phsu",methylene       chloride,,
D10353384.E73,C0205263,Induce (action),ftcn,induced,,
D10353384.E74,C0023903,Liver neoplasms,neop,liver neoplasms,,
D10353384.E75,C1705572,HRAS wt Allele,gngm,H-ras,,
D10353384.E76,C0026882,Mutation,genf,mutation,,
D10353384.E77,C2003903,Profiling (action),ftcn,profile,,
D10353384.E78,C2348205,Similarity,qlco,similar,,
D10353384.E79,C0205359,Spontaneous,ftcn,spontaneous,,
D10353384.E80,C0027651,Neoplasms,neop,tumours,,
D10353384.E81,C0025748,methylene chloride,"hops,orch,phsu",methylene chloride,,
D10353384.E82,C0007634,Cells,cell,cells,,
D10353384.E83,C0026882,Mutation,genf,mutations,,
D10353384.E84,C0029997,Oxazepam,"orch,phsu",oxazepam,,
D10353384.E85,C0205263,Induce (action),ftcn,induced,,
D10353384.E86,C0023903,Liver neoplasms,neop,liver neoplasms,,
D10353384.E87,C0205213,Low frequency,tmco,low frequency,,
D10353384.E88,C0026882,Mutation,genf,mutations,,
D10353384.E89,C0596263,Carcinogenesis,neop,carcinogenesis,,
D10353384.E90,C0439792,Extent,spco,extending,,
D10353384.E91,C0220825,Evaluation,hlca,evaluation,,
D10353384.E92,C0035804,Rodent,mamm,rodent,,
D10353384.E93,C0027651,Neoplasms,neop,tumours,,
D10353384.E94,C1521991,Molecular,qlco,molecular,,
D10353384.E95,C0947630,Scientific Study,lbpr,studies,,
D10353384.E96,C1513780,Mutation Spectra,ftcn,mutation spectra,,
D10353384.E97,C0029016,Oncogenes,gngm,cancer genes,,
D10353384.E98,C0086418,Homo sapiens,humn,human,,
D10353384.E99,C1334043,Homologous Gene,gngm,homologues,,
D10353384.E100,C1512571,Hypothesis,idcn,hypotheses,,
D10353384.E101,C0205393,Most,qnco,most,,
D10353384.E102,C0205197,Complete,qlco,complete,,
D10353384.E103,C0596263,Carcinogenesis,neop,carcinogenesis,,
D10353384.E104,C0035804,Rodent,mamm,rodents,,
D10353384.E105,C3245505,potential,qlco,potential,,
D10353384.E106,C0086418,Homo sapiens,humn,human,,
D10353384.E107,C0035647,Risk,idcn,risk,,
D10374394.E1,C1515926,Alteration,idcn,Alterations,,
D10374394.E2,C0029016,Oncogenes,gngm,oncogenes,,
D10374394.E3,C0079427,Tumor Suppressor Genes,gngm,tumor suppressor genes,,
D10374394.E4,C0018284,Growth Factor,"aapp,bacs",growth factors,,
D10374394.E5,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10374394.E6,C0080103,Relative (related person),famg,relation,,
D10374394.E7,C0475440,Tumor size,spco,tumor size,,
D10374394.E8,C1301757,Invasiveness,qlco,invasiveness,,
D10374394.E9,C0332272,Better,qlco,better,,
D10374394.E10,C1521991,Molecular,qlco,molecular,,
D10374394.E11,C0441712,Mechanism (attribute),ftcn,mechanisms,,
D10374394.E12,C1458156,Recurrent Malignant Neoplasm,neop,recurrence,,
D10374394.E13,C2939419,Secondary Neoplasm,neop,metastasis,,
D10374394.E14,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10374394.E15,C0439849,Relationships,qlco,related,,
D10374394.E16,C0029016,Oncogenes,gngm,oncogenes,,
D10374394.E17,C0018284,Growth Factor,"aapp,bacs",growth factors,,
D10374394.E18,C0449851,Techniques,ftcn,METHODS,,
D10374394.E19,C0849355,Removed,qlco,out,,
D10374394.E20,C1274040,Result,ftcn,results,,
D10374394.E21,C1706852,Article,inpr,article,,
D10374394.E22,C0080103,Relative (related person),famg,relation,,
D10374394.E23,C0475440,Tumor size,spco,tumor size,,
D10374394.E24,C1301757,Invasiveness,qlco,invasiveness,,
D10374394.E25,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E26,C1274040,Result,ftcn,RESULTS,,
D10374394.E27,C0443127,Aberrant,qlco,aberration,,
D10374394.E28,C1521828,Rate,qnco,rates,,
D10374394.E29,C0079419,TP53 gene,gngm,p53,7157,TP53
D10374394.E30,C0525037,CDKN2A gene,gngm,CDKN2,1029,CDKN2A
D10374394.E31,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E32,C0205250,High,qlco,higher,,
D10374394.E33,C2697585,Hepatocellular,qlco,HCC,,
D10374394.E34,C1334274,Invasive Carcinoma,neop,invasive HCC,,
D10374394.E35,C2697585,Hepatocellular,qlco,HCC,,
D10374394.E36,C0007099,Carcinoma in Situ,neop,non-invasive HCC,,
D10374394.E37,C1705572,HRAS wt Allele,gngm,H-ras,,
D10374394.E38,C1446409,Positive,qlco,positive,,
D10374394.E39,C3843708,29+,fndg,29.3,,
D10374394.E40,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E41,C1458156,Recurrent Malignant Neoplasm,neop,recurrence,,
D10374394.E42,C1517058,Extrahepatic,spco,extrahepatic,,
D10374394.E43,C2939419,Secondary Neoplasm,neop,metastasis,,
D10374394.E44,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E45,C0021490,"Injections, Intralesional",topp,Intralesional injection,,
D10374394.E46,C0079471,HRAS gene,gngm,H-ras antisense gene,3265,HRAS
D10374394.E47,C0522501,Massive,qlco,markedly,,
D10374394.E48,C0598934,tumor growth,neop,tumor growth,,
D10374394.E49,C2939419,Secondary Neoplasm,neop,metastasis,,
D10374394.E50,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E51,C0025932,"Mice, Nude",mamm,nude mice,,
D10374394.E52,C1446409,Positive,qlco,positive,,
D10374394.E53,C1521828,Rate,qnco,rates,,
D10374394.E54,C0040688,Transforming Growth Factor alpha,"aapp,bacs",transforming growth factor (TGF)-alpha,,
D10374394.E55,C0034802,Epidermal Growth Factor Receptor,"aapp,enzy,rcpt",epidermal growth factor receptor,1956,EGFR
D10374394.E56,C1702024,"ERBB2 protein, human","aapp,enzy,rcpt",c-erbB-2,2064,ERBB2
D10374394.E57,C0034802,Epidermal Growth Factor Receptor,"aapp,enzy,rcpt",EGFR,1956,EGFR
D10374394.E58,C0040688,Transforming Growth Factor alpha,"aapp,bacs",TGF-alpha,,
D10374394.E59,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E60,C1458156,Recurrent Malignant Neoplasm,neop,recurrence,,
D10374394.E61,C1705242,Different,qlco,difference,,
D10374394.E62,C0040688,Transforming Growth Factor alpha,"aapp,bacs",TGF-alpha,,
D10374394.E63,C1702024,"ERBB2 protein, human","aapp,enzy,rcpt",c-erbB-2,2064,ERBB2
D10374394.E64,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E65,C1458156,Recurrent Malignant Neoplasm,neop,recurrence,,
D10374394.E66,C1517058,Extrahepatic,spco,extrahepatic,,
D10374394.E67,C2939419,Secondary Neoplasm,neop,metastasis,,
D10374394.E68,C0812204,NME1 gene,gngm,nm23,4830,NME1
D10374394.E69,C1999216,Inhibitor,qlco,inhibitor,,
D10374394.E70,C0025543,Metalloproteases,"aapp,enzy",metalloproteinase,,
D10374394.E71,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E72,C0030705,Patients,podg,patients,,
D10374394.E73,C2986775,Logarithm,ocac,Log-,,
D10374394.E74,C0699794,Rank,inpr,rank,,
D10374394.E75,C1521828,Rate,qnco,rates,,
D10374394.E76,C0017337,Genes,gngm,genes,,
D10374394.E77,C0018284,Growth Factor,"aapp,bacs",growth factors,,
D10374394.E78,C0700321,Small,qnco,small,,
D10374394.E79,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E80,C0750482,Slightly,qlco,slightly,,
D10374394.E81,C0549177,Large,qnco,large,,
D10374394.E82,C0205447,One,qnco,ones,,
D10374394.E83,C0237881,Statistical Significance,qnco,significant,,
D10374394.E84,C1705242,Different,qlco,difference,,
D10374394.E85,C0079419,TP53 gene,gngm,p53,7157,TP53
D10374394.E86,C0026882,Mutation,genf,mutation,,
D10374394.E87,C1707478,Conclusion,idcn,CONCLUSIONS,,
D10374394.E88,C0079419,TP53 gene,gngm,p53,7157,TP53
D10374394.E89,C0525037,CDKN2A gene,gngm,CDKN2,1029,CDKN2A
D10374394.E90,C0026882,Mutation,genf,mutation,,
D10374394.E91,C0347984,During,tmco,over-,,
D10374394.E92,C1705572,HRAS wt Allele,gngm,H-ras/,,
D10374394.E93,C1414313,EGFR gene,gngm,EGFR,1956,EGFR
D10374394.E94,C1301757,Invasiveness,qlco,invasiveness,,
D10374394.E95,C1458156,Recurrent Malignant Neoplasm,neop,recurrence,,
D10374394.E96,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E97,C0079471,HRAS gene,gngm,H-ras       antisense gene,3265,HRAS
D10374394.E98,C3245505,potential,qlco,potential,,
D10374394.E99,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E100,C1458156,Recurrent Malignant Neoplasm,neop,recurrence,,
D10374394.E101,C2939419,Secondary Neoplasm,neop,metastasis,,
D10374394.E102,C0812204,NME1 gene,gngm,nm23,4830,NME1
D10374394.E103,C1999216,Inhibitor,qlco,TIMP,,
D10374394.E104,C0025543,Metalloproteases,"aapp,enzy",TIMP,,
D10374394.E105,C2239176,Liver carcinoma,neop,HCC,,
D10374394.E106,C0030705,Patients,podg,patients,,
D10374394.E107,C0005510,"Characteristics, Biological",grpa,Biological characteristics,,
D10374394.E108,C1301856,All critical points,clna,critical points,,
D10374394.E109,C0700321,Small,qnco,small,,
D10374394.E110,C2239176,Liver carcinoma,neop,HCC,,
D10381126.E1,C0332197,Absent,ftcn,Absence,,
D10381126.E2,C3540812,PROC wt Allele,gngm,APC,324,APC
D10381126.E3,C0596611,Gene Mutation,genf,gene mutation,,
D10381126.E4,C0026882,Mutation,genf,mutation,,
D10381126.E5,C1704332,Cluster,qnco,cluster,,
D10381126.E6,C0205147,regional,spco,region,,
D10381126.E7,C2239176,Liver carcinoma,neop,hepatocellular       carcinoma,,
D10381126.E8,C3540812,PROC wt Allele,gngm,APC,324,APC
D10381126.E9,C0596611,Gene Mutation,genf,gene mutations,,
D10381126.E10,C1518422,Negation,ftcn,not,,
D10381126.E11,C0205171,Singular,qnco,only,,
D10381126.E12,C0009402,Colorectal Carcinoma,neop,colorectal carcinoma,,
D10381126.E13,C2346866,Assortment,cnce,variety,,
D10381126.E14,C0086418,Homo sapiens,humn,human,,
D10381126.E15,C0006826,Malignant Neoplasms,neop,cancers,,
D10381126.E16,C0332149,Possible,qlco,possible,,
D10381126.E17,C0026882,Mutation,genf,mutations,,
D10381126.E18,C0162832,APC gene,gngm,APC gene,324,APC
D10381126.E19,C1512409,Hepatocarcinogenesis,neop,hepatocarcinogenesis,,
D10381126.E20,C1709450,Pair,qlco,pairs,,
D10381126.E21,C2239176,Liver carcinoma,neop,hepatocellular       carcinomas,,
D10381126.E22,C1518422,Negation,ftcn,non-,,
D10381126.E23,C0023903,Liver neoplasms,neop,tumorous liver tissue,,
D10381126.E24,C0032520,Polymerase Chain Reaction,mbrt,polymerase chain       reaction,,
D10381126.E25,C0243031,Single-Stranded Conformational Polymorphism,lbtr,single strand conformation polymorphism,,
D10381126.E26,,,gngm,All,613,BCR
D10381126.E27,C2239176,Liver carcinoma,neop,hepatocellular       carcinomas,,
D10381126.E28,C0013855,Electrophoresis,lbpr,electrophoretic,,
D10381126.E29,C3649803,altered mobility,fndg,altered electrophoretic mobility,,
D10381126.E30,C3540812,PROC wt Allele,gngm,APC,324,APC
D10381126.E31,C0596611,Gene Mutation,genf,gene mutation,,
D10381126.E32,C0026882,Mutation,genf,mutation,,
D10381126.E33,C1704332,Cluster,qnco,cluster,,
D10381126.E34,C0205147,regional,spco,region,,
D10381126.E35,C0332149,Possible,qlco,possible,,
D10381126.E36,C1517945,Loss,qnco,loss,,
D10381126.E37,C0019425,Heterozygote,orga,heterozygosity,,
D10381126.E38,C3540812,PROC wt Allele,gngm,APC,324,APC
D10381126.E39,C0162804,MCC gene,gngm,MCC gene,4163,MCC
D10381126.E40,C1708726,Locus,gngm,loci,,
D10381126.E41,C1708096,Fragment,qlco,fragment,,
D10381126.E42,C1444754,Length,qnco,length,,
D10381126.E43,C0796451,polymorphism analysis,diap,polymorphism       analysis,,
D10381126.E44,C0032520,Polymerase Chain Reaction,mbrt,polymerase chain reaction,,
D10381126.E45,C0868928,Case (situation),ftcn,cases,,
D10381126.E46,C1517945,Loss,qnco,loss,,
D10381126.E47,C0019425,Heterozygote,orga,heterozygosity,,
D10381126.E48,C3540812,PROC wt Allele,gngm,APC,324,APC
D10381126.E49,C0162804,MCC gene,gngm,MCC gene,4163,MCC
D10381126.E50,C1708726,Locus,gngm,loci,,
D10381126.E51,C1274040,Result,ftcn,results,,
D10381126.E52,C0332149,Possible,qlco,possibility,,
D10381126.E53,C3540812,PROC wt Allele,gngm,APC,324,APC
D10381126.E54,,,gngm,MCC,4163,MCC
D10381126.E55,C0000768,Congenital Abnormality,cgab,gene defect,,
D10381126.E56,C1414672,FOXD3 gene,gngm,genesis,27022,FOXD3
D10381126.E57,C0086418,Homo sapiens,humn,human,,
D10381126.E58,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10381126.E59,C1855575,Very rare,fndg,very rare,,
D10381922.E1,C0079419,TP53 gene,gngm,p53,7157,TP53
D10381922.E2,C0026882,Mutation,genf,mutations,,
D10381922.E3,C0596227,british,popg,british,,
D10381922.E4,C0030705,Patients,podg,patients,,
D10381922.E5,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10381922.E6,C0392514,Hereditary hemochromatosis,dsyn,genetic hemochromatosis,,
D10381922.E7,C1706907,Background,cnce,BACKGROUND,,
D10381922.E8,C3540473,Abnormal Involuntary Movement Scale Questionnaire,inpr,AIMS,,
D10381922.E9,C1516998,Exogenous Factors,ftcn,Environmental factors,,
D10381922.E10,C0015127,Etiology aspects,ftcn,etiology,,
D10381922.E11,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10381922.E12,C0085180,Aflatoxin B1,"hops,orch",Aflatoxin B1,,
D10381922.E13,C0162735,Point Mutation,comd,point mutation,,
D10381922.E14,C0079419,TP53 gene,gngm,p53 tumor-suppressor gene,7157,TP53
D10381922.E15,C0332157,Exposure to,clna,exposed,,
D10381922.E16,C0027361,Persons,popg,individuals,,
D10381922.E17,C1705493,West (direction),spco,Western,,
D10381922.E18,C0026882,Mutation,genf,mutations,,
D10381922.E19,C0017337,Genes,gngm,gene,,
D10381922.E20,C0547044,Smaller,qlco,less,,
D10381922.E21,C0332183,Frequent,tmco,frequent,,
D10381922.E22,C0079419,TP53 gene,gngm,p53,7157,TP53
D10381922.E23,C0026882,Mutation,genf,mutations,,
D10381922.E24,C0007621,Neoplastic Cell Transformation,neop,tumorigenesis,,
D10381922.E25,C0596227,british,popg,British,,
D10381922.E26,C0030705,Patients,podg,patients,,
D10381922.E27,C2239176,Liver carcinoma,neop,HCC,,
D10381922.E28,C2948600,Aim,phsu,aim,,
D10381922.E29,C2603343,Study,resa,study,,
D10381922.E30,C0439603,Frequencies (time pattern),tmco,frequency,,
D10381922.E31,C0026882,Mutation,genf,mutational,,
D10381922.E32,C2827424,Spectrum,cnce,spectrum,,
D10381922.E33,C0079419,TP53 gene,gngm,p53 gene,7157,TP53
D10381922.E34,C1415491,HCCS gene,gngm,HCCs,3052,HCCS
D10381922.E35,C0596227,british,popg,British,,
D10381922.E36,C0030705,Patients,podg,patients,,
D10381922.E37,C0449851,Techniques,ftcn,METHODS,,
D10381922.E38,C0012854,DNA,"bacs,nnon",DNA,,
D10381922.E39,C1415491,HCCS gene,gngm,HCCs,3052,HCCS
D10381922.E40,C0442825,Well defined,qlco,well-defined,,
D10381922.E41,C0015127,Etiology aspects,ftcn,etiology,,
D10381922.E42,C0596227,british,popg,British,,
D10381922.E43,C0030705,Patients,podg,patients,,
D10381922.E44,C0243031,Single-Stranded Conformational Polymorphism,lbtr,single-stranded conformational polymorphism,,
D10381922.E45,C0032520,Polymerase Chain Reaction,mbrt,polymerase chain reaction,,
D10381922.E46,C0449851,Techniques,ftcn,technique,,
D10381922.E47,C0026882,Mutation,genf,Mutations,,
D10381922.E48,C1883708,Then,tmco,then,,
D10381922.E49,C1561491,Sequencing,ftcn,sequencing,,
D10381922.E50,C1274040,Result,ftcn,RESULTS,,
D10381922.E51,C0450351,numeral 29,qnco,Twenty-nine,,
D10381922.E52,C0027651,Neoplasms,neop,tumors,,
D10381922.E53,C0079419,TP53 gene,gngm,p53,7157,TP53
D10381922.E54,C0026882,Mutation,genf,mutations,,
D10381922.E55,C0205456,Ten,qnco,Ten,,
D10381922.E56,C0450389,71,inpr,71%,,
D10381922.E57,C0006826,Malignant Neoplasms,neop,cancers,,
D10381922.E58,C0026882,Mutation,genf,mutations,,
D10381922.E59,C0079419,TP53 gene,gngm,p53 gene,7157,TP53
D10381922.E60,C0009085,statistical cluster,resa,clustering,,
D10381922.E61,C0026882,Mutation,genf,mutations,,
D10381922.E62,C0868928,Case (situation),ftcn,cases,,
D10381922.E63,C3539125,other medicated shampoos in ATC,phsu,others,,
D10381922.E64,C0193959,Tonsillectomy and adenoidectomy,topp,T-A,,
D10381922.E65,C0026882,Mutation,genf,mutations,,
D10381922.E66,C0009085,statistical cluster,resa,clustering,,
D10381922.E67,C1415491,HCCS gene,gngm,HCCs,3052,HCCS
D10381922.E68,C0015127,Etiology aspects,ftcn,etiologies,,
D10381922.E69,C1707478,Conclusion,idcn,CONCLUSIONS,,
D10381922.E70,C0079419,TP53 gene,gngm,p53,7157,TP53
D10381922.E71,C0026882,Mutation,genf,mutations,,
D10381922.E72,C0205172,More,ftcn,more,,
D10381922.E73,C1522138,shared attribute,ftcn,common,,
D10381922.E74,C0239310,Northern European,popg,Northern European,,
D10381922.E75,C1415491,HCCS gene,gngm,HCCs,3052,HCCS
D10381922.E76,C1279901,Firstly,qlco,first,,
D10381922.E77,C0079419,TP53 gene,gngm,p53,7157,TP53
D10381922.E78,C0026882,Mutation,genf,mutational,,
D10381922.E79,C0009085,statistical cluster,resa,clustering,,
D10381922.E80,C1415491,HCCS gene,gngm,HCCs,3052,HCCS
D10381922.E81,C1550501,Subject -direct target,idcn,subjects,,
D10383909.E1,C1441616,Immunohistochemical,lbpr,Immunohistochemical,,
D10383909.E2,C1744691,establishment and maintenance of localization,biof,localization,,
D10383909.E3,C0669372,"NOS2A protein, human","aapp,enzy",inducible nitric oxide synthase,4843,NOS2
D10383909.E4,C0047645,3-nitrotyrosine,aapp,3-nitrotyrosine,,
D10383909.E5,C1882693,Rat Hepatic Neoplasm,neop,rat liver tumors,,
D10383909.E6,C0012200,Diethylnitrosamine,"hops,orch",N-nitrosodiethylamine,,
D10383909.E7,C0086418,Homo sapiens,humn,Human,,
D10383909.E8,C0279000,Liver and Intrahepatic Biliary Tract Carcinoma,neop,liver cancers,,
D10383909.E9,C0021376,Chronic inflammation,patf,chronic inflammations,,
D10383909.E10,C0019163,Hepatitis B,dsyn,viral hepatitis B,,
D10383909.E11,C0439590,Prolonged,tmco,prolonged,,
D10383909.E12,C0599732,cell injury,comd,cell damage,,
D10383909.E13,C0021376,Chronic inflammation,patf,chronic       inflammation,,
D10383909.E14,C1511545,Critical,qlco,critical,,
D10383909.E15,C0006826,Malignant Neoplasms,neop,cancer,,
D10383909.E16,C1527148,Development,ftcn,development,,
D10383909.E17,C0028128,Nitric Oxide,"bacs,inch,phsu",nitric oxide,,
D10383909.E18,C1527240,Derivative,ftcn,derivative,,
D10383909.E19,C0136157,Peroxynitrite,"bacs,inch",peroxynitrite,,
D10383909.E20,C0015127,Etiology aspects,ftcn,cause,,
D10383909.E21,C0010957,Tissue damage,inpo,tissue damage,,
D10383909.E22,C0021368,Inflammation,patf,inflammation,,
D10383909.E23,C1519689,Tumor Promotion,neop,tumor promotion,,
D10383909.E24,C0597298,Protein Isoforms,aapp,isoform,,
D10383909.E25,C0669372,"NOS2A protein, human","aapp,enzy",inducible isoform of nitric oxide synthase,4843,NOS2
D10383909.E26,C0047645,3-nitrotyrosine,aapp,3-nitrotyrosine,,
D10383909.E27,C0005516,Biological Markers,clna,marker,,
D10383909.E28,C0136157,Peroxynitrite,"bacs,inch",peroxynitrite,,
D10383909.E29,C0220781,Anabolism,biof,formation,,
D10383909.E30,C0021044,Immunohistochemistry,diap,immunohistochemistry,,
D10383909.E31,C1709160,Neoplastic,qlco,neoplastic,,
D10383909.E32,C1882726,Rat Liver,bpoc,rat liver tissues,,
D10383909.E33,C0444889,Continuous infusion,topp,continuous infusion,,
D10383909.E34,C0012200,Diethylnitrosamine,"hops,orch",N-nitrosodiethylamine,,
D10383909.E35,C0445542,Mini,orga,mini-,,
D10383909.E36,C0182537,pump (device),medd,pumps,,
D10383909.E37,C0221198,Lesion,fndg,lesions,,
D10383909.E38,C1514485,Proliferation,ftcn,proliferation,,
D10383909.E39,C0205054,Hepatic,blor,hepatic,,
D10383909.E40,C0205234,Focal,spco,foci,,
D10383909.E41,C0334044,Dysplasia,patf,dysplastic,,
D10383909.E42,C0227525,Hepatocyte,cell,hepatocytes,,
D10383909.E43,C0872357,oval cell,cell,oval cells,,
D10383909.E44,C0205462,Histologic,ftcn,Histologically,,
D10383909.E45,C0027651,Neoplasms,neop,tumors,,
D10383909.E46,C2239176,Liver carcinoma,neop,hepatocellular carcinomas,,
D10383909.E47,C0222660,Trabecular substance of bone,tisu,trabecular,,
D10383909.E48,C0205237,False,qlco,pseudo),,
D10383909.E49,C0225353,Glandular,qlco,glandular,,
D10383909.E50,C0205208,Solid,qlco,solid,,
D10383909.E51,C0332307,Type - attribute,qlco,types,,
D10383909.E52,C0597298,Protein Isoforms,aapp,iNOS,,
D10383909.E53,C0669372,"NOS2A protein, human","aapp,enzy",iNOS,4843,NOS2
D10383909.E54,C0872357,oval cell,cell,oval cells,,
D10383909.E55,C0006901,Blood capillaries,bpoc,capillary,,
D10383909.E56,C0014257,Endothelium,tisu,endothelial,,
D10383909.E57,C0596981,Muscle Cells,cell,muscular cells,,
D10383909.E58,C0014609,Epithelium,tisu,epithelia,,
D10383909.E59,C0008309,Bile duct adenoma,neop,cholangiomas,,
D10383909.E60,C0225353,Glandular,qlco,glandular,,
D10383909.E61,C2239176,Liver carcinoma,neop,HCCs,,
D10383909.E62,C0047645,3-nitrotyrosine,aapp,3-Nitrotyrosine,,
D10383909.E63,C0010834,Cytoplasm,celc,cytoplasms,,
D10383909.E64,C0205054,Hepatic,blor,PAHF,,
D10383909.E65,C0205234,Focal,spco,PAHF,,
D10383909.E66,C0334044,Dysplasia,patf,dysplastic,,
D10383909.E67,C0227525,Hepatocyte,cell,hepatocytes,,
D10383909.E68,C0010834,Cytoplasm,celc,cytoplasms,,
D10383909.E69,C0376558,Life,idcn,living,,
D10383909.E70,C1516044,Apoptotic,qlco,apoptotic,,
D10383909.E71,C2239176,Liver carcinoma,neop,HCC,,
D10383909.E72,C0007634,Cells,cell,cells,,
D10383909.E73,C0009780,Connective Tissue,tisu,connective tissues,,
D10383909.E74,C0033684,Proteins,"aapp,bacs",proteinaceous,,
D10383909.E75,C0302908,Liquid substance,sbst,fluids,,
D10383909.E76,C1179028,Endothelium of sinusoid,tisu,sinusoidal       endothelia,,
D10383909.E77,C0027651,Neoplasms,neop,tumorous,,
D10383909.E78,C0227525,Hepatocyte,cell,hepatocytes,,
D10383909.E79,C0008309,Bile duct adenoma,neop,cholangiomas,,
D10383909.E80,C0027651,Neoplasms,neop,tumors,,
D10383909.E81,C0302523,Observation in research,resa,observations,,
D10383909.E82,C0205191,chronic,tmco,chronic,,
D10383909.E83,C0010957,Tissue damage,inpo,tissue damage,,
D10383909.E84,C0007090,Carcinogens,hops,chemical carcinogens,,
D10383909.E85,C0597298,Protein Isoforms,aapp,iNOS,,
D10383909.E86,C0669372,"NOS2A protein, human","aapp,enzy",iNOS,4843,NOS2
D10383909.E87,C0136157,Peroxynitrite,"bacs,inch",peroxynitrite,,
D10383909.E88,C0220781,Anabolism,biof,formation,,
D10383909.E89,C0872357,oval cell,cell,oval cells,,
D10383909.E90,C1527148,Development,ftcn,development,,
D10383909.E91,C0018270,Growth,orgf,growth,,
D10383909.E92,C0027651,Neoplasms,neop,tumor,,
D10383909.E93,C0040300,Body tissue,tisu,tissues,,
D10383909.E94,C3812285,SEMA6A wt Allele,gngm,via,,
D10383909.E95,C0597298,Protein Isoforms,aapp,iNOS,,
D10383909.E96,C0669372,"NOS2A protein, human","aapp,enzy",iNOS,4843,NOS2
